7694,"2021-06-16","2021-08-23",5037
7695,"2023-08-03","2023-10-10",8436
7696,"2024-03-15","2024-03-23",7264
7697,"2022-04-10","2022-05-20",5019
7698,"2018-05-23","2018-08-09",4094
7699,"2013-06-17","2013-06-21",8417
7700,"2009-06-14","2009-09-04",5925
7701,"2016-04-17","2016-06-16",3090
7702,"2023-06-07","2023-06-20",9318
7703,"2020-12-10","2021-01-01",1845
7704,"2010-01-03","2010-01-10",1535
7705,"2003-12-03","2004-01-09",7042
7706,"2006-02-24","2006-04-28",13
7707,"2016-05-10","2016-06-14",6853
7708,"2018-03-18","2018-05-23",7436
7709,"2010-10-02","2010-11-02",7764
7710,"2001-04-07","2001-06-21",9691
7711,"2000-02-14","2000-04-15",3309
7712,"2007-04-03","2007-05-31",9824
7713,"2018-01-04","2018-03-15",6717
7714,"2020-08-16","2020-09-07",7192
7715,"2020-09-03","2020-11-26",3435
7716,"2000-06-17","2000-07-10",955
7717,"2015-02-02","2015-04-13",3886
7718,"2000-12-08","2001-01-26",1196
7719,"2022-10-04","2022-10-09",961
7720,"2000-02-01","2000-03-13",5223
7721,"2010-01-24","2010-04-06",7899
7722,"2022-11-02","2023-01-27",5509
7723,"2014-09-10","2014-10-18",5341
7724,"2025-05-15","2025-06-23",5819
7725,"2005-12-14","2006-01-09",1011
7726,"2014-08-17","2014-11-02",7091
7727,"2010-10-17","2010-12-13",4708
7728,"2015-11-05","2015-12-30",288
7729,"2025-06-16","2025-09-04",2805
7730,"2020-06-20","2020-07-28",2644
7731,"2020-01-16","2020-03-22",2164
7732,"2012-04-04","2012-06-20",1450
7733,"2014-11-05","2014-12-31",2098
7734,"2021-09-14","2021-09-24",813
7735,"2014-03-09","2014-05-09",1807
7736,"2018-09-06","2018-09-10",9670
7737,"2021-05-21","2021-07-10",5419
7738,"2012-10-07","2012-10-15",1773
7739,"2011-01-10","2011-03-23",477
7740,"2023-12-15","2024-02-01",1047
7741,"2011-05-02","2011-05-10",334
7742,"2024-01-18","2024-04-03",607
7743,"2022-01-04","2022-01-21",8262
7744,"2005-10-16","2005-11-22",2281
7745,"2015-04-23","2015-05-22",1265
7746,"2023-03-11","2023-03-15",5870
7747,"2006-06-24","2006-07-27",5249
7748,"2004-04-04","2004-04-07",7523
7749,"2016-09-03","2016-11-14",1994
7750,"2019-06-14","2019-06-15",9523
7751,"2009-01-18","2009-03-10",1924
7752,"2022-01-17","2022-03-30",2211
7753,"2010-06-10","2010-07-02",8938
7754,"2007-04-04","2007-05-15",8819
7755,"2002-05-15","2002-05-27",9396
7756,"2017-03-18","2017-05-05",6594
7757,"2008-07-18","2008-08-26",9395
7758,"2017-06-20","2017-07-29",318
7759,"2000-02-10","2000-03-15",9588
7760,"2016-12-23","2016-12-27",6395
7761,"2000-06-09","2000-08-05",1065
7762,"2004-12-20","2005-02-11",1731
7763,"2019-12-14","2020-01-29",833
7764,"2000-02-16","2000-03-22",9090
7765,"2000-01-15","2000-01-27",9308
7766,"2020-08-07","2020-08-08",7522
7767,"2000-04-09","2000-05-11",3840
7768,"2000-11-04","2001-01-26",5382
7769,"2012-12-22","2013-03-05",4823
7770,"2021-08-14","2021-10-29",156
7771,"2016-04-01","2016-06-15",2131
7772,"2023-07-04","2023-09-30",5775
7773,"2021-01-18","2021-04-02",8046
7774,"2017-06-04","2017-08-01",4214
7775,"2020-06-10","2020-06-27",9892
7776,"2022-10-10","2022-10-18",7742
7777,"2025-03-05","2025-05-31",4030
7778,"2001-11-20","2002-01-28",5956
7779,"2007-01-10","2007-04-02",6246
7780,"2017-03-04","2017-05-12",957
7781,"2021-11-06","2021-11-07",809
7782,"2012-03-05","2012-03-09",4889
7783,"2004-09-04","2004-11-11",8246
7784,"2014-11-05","2014-11-16",7734
7785,"2000-04-11","2000-05-02",1718
7786,"2024-06-16","2024-08-31",7524
7787,"2018-05-23","2018-06-26",4350
7788,"2005-10-17","2005-11-18",8781
7789,"2022-01-05","2022-01-28",2614
7790,"2025-07-21","2025-09-10",2995
7791,"2016-11-24","2017-02-03",2780
7792,"2024-01-12","2024-01-19",8996
7793,"2023-03-02","2023-05-27",7615
7794,"2015-11-04","2016-01-14",7998
7795,"2021-06-20","2021-08-15",6820
7796,"2022-07-20","2022-10-06",4764
7797,"2010-06-05","2010-07-30",6730
7798,"2007-07-04","2007-07-07",8017
7799,"2017-01-06","2017-02-27",2563
7800,"2020-05-08","2020-05-14",1588
7801,"2008-01-18","2008-03-24",5070
7802,"2021-02-06","2021-04-09",2187
7803,"2011-03-03","2011-03-11",3563
7804,"2019-12-13","2020-01-29",9516
7805,"2000-06-23","2000-07-25",1953
7806,"2003-12-19","2004-03-10",2925
7807,"2023-08-05","2023-09-06",6853
7808,"2016-06-11","2016-07-17",8740
7809,"2008-11-13","2008-12-30",7352
7810,"2014-08-02","2014-10-18",4111
7811,"2012-06-01","2012-08-22",7830
7812,"2000-01-11","2000-04-07",4918
7813,"2004-05-01","2004-06-03",7673
7814,"2002-07-08","2002-07-27",7794
7815,"2020-08-19","2020-09-14",346
7816,"2021-01-12","2021-03-28",6055
7817,"2020-07-18","2020-10-16",5154
7818,"2025-04-20","2025-05-23",9412
7819,"2004-10-21","2005-01-12",1005
7820,"2004-06-15","2004-08-21",3842
7821,"2017-04-21","2017-06-06",4616
7822,"2008-12-24","2009-01-30",5056
7823,"2003-03-04","2003-05-26",4423
7824,"2008-04-04","2008-04-24",446
7825,"2000-04-19","2000-06-16",5077
7826,"2013-02-21","2013-04-06",4763
7827,"2025-01-22","2025-01-28",3718
7828,"2002-06-08","2002-09-01",6691
7829,"2012-04-11","2012-04-26",9877
7830,"2021-06-16","2021-08-21",38
7831,"2013-10-01","2013-12-22",1366
7832,"2000-10-07","2000-10-10",9761
7833,"2025-09-22","2025-10-13",8537
7834,"2001-05-13","2001-05-17",1898
7835,"2024-02-22","2024-03-21",3070
7836,"2019-04-18","2019-06-26",5965
7837,"2019-04-18","2019-07-17",6141
7838,"2021-01-03","2021-02-05",3812
7839,"2002-06-06","2002-08-31",1376
7840,"2007-06-04","2007-08-29",2917
7841,"2013-08-09","2013-09-04",9188
7842,"2008-04-15","2008-06-07",9449
7843,"2013-02-02","2013-02-10",8210
7844,"2000-01-21","2000-02-03",1107
7845,"2003-04-12","2003-04-23",9003
7846,"2003-04-24","2003-05-26",4977
7847,"2016-04-15","2016-06-06",8045
7848,"2009-08-03","2009-08-29",547
7849,"2007-07-21","2007-09-16",2501
7850,"2014-03-17","2014-05-30",2931
7851,"2022-09-22","2022-11-01",773
7852,"2003-03-04","2003-03-07",881
7853,"2001-09-01","2001-10-15",6571
7854,"2022-04-01","2022-05-30",1773
7855,"2012-05-07","2012-06-06",6905
7856,"2006-12-15","2007-01-21",9695
7857,"2025-11-16","2026-01-17",2641
7858,"2008-02-06","2008-05-01",2018
7859,"2002-03-14","2002-03-19",4792
7860,"2008-01-14","2008-03-23",1193
7861,"2008-04-04","2008-06-03",9094
7862,"2009-09-01","2009-11-26",5456
7863,"2017-05-02","2017-07-15",820
7864,"2005-07-08","2005-08-19",3315
7865,"2013-06-10","2013-07-17",9952
7866,"2017-11-23","2017-12-27",6147
7867,"2008-07-03","2008-09-28",9225
7868,"2016-07-19","2016-09-16",4047
7869,"2021-09-11","2021-11-12",5874
7870,"2003-08-06","2003-09-10",3887
7871,"2000-11-10","2001-01-12",3664
7872,"2015-09-16","2015-10-12",5183
7873,"2005-06-04","2005-06-23",6424
7874,"2009-06-20","2009-07-14",1052
7875,"2015-12-10","2016-01-29",9901
7876,"2014-08-09","2014-08-14",4879
7877,"2001-02-19","2001-03-17",6939
7878,"2009-02-23","2009-03-21",8654
7879,"2009-02-11","2009-04-20",7394
7880,"2024-08-10","2024-09-23",5871
7881,"2002-12-19","2003-02-06",2716
7882,"2011-10-05","2011-12-07",6811
7883,"2005-06-12","2005-08-29",894
7884,"2008-03-08","2008-04-09",3370
7885,"2004-07-01","2004-09-26",3582
7886,"2023-02-07","2023-02-13",1991
7887,"2007-11-16","2007-11-23",3919
7888,"2023-01-09","2023-01-17",9382
7889,"2001-04-11","2001-06-11",7490
7890,"2019-01-23","2019-04-17",7893
7891,"2025-10-13","2025-12-27",6403
7892,"2020-01-18","2020-02-12",601
7893,"2018-03-02","2018-05-18",2373
7894,"2023-07-23","2023-09-01",9516
7895,"2003-09-10","2003-09-12",4627
7896,"2020-07-24","2020-08-22",4680
7897,"2016-06-12","2016-07-07",5871
7898,"2023-04-10","2023-04-14",2194
7899,"2016-10-12","2016-11-10",5440
7900,"2025-03-03","2025-04-04",4573
7901,"2012-05-17","2012-06-21",7215
7902,"2018-01-01","2018-01-15",8348
7903,"2006-06-03","2006-08-22",1151
7904,"2000-03-07","2000-05-20",5804
7905,"2002-03-03","2002-05-23",1504
7906,"2019-01-05","2019-02-13",4429
7907,"2020-08-19","2020-09-23",2711
7908,"2002-05-07","2002-05-28",8117
7909,"2014-11-14","2015-01-30",2637
7910,"2006-07-12","2006-10-01",3931
7911,"2021-10-22","2021-11-22",2326
7912,"2001-12-04","2002-01-03",3852
7913,"2022-12-15","2022-12-24",7047
7914,"2022-01-22","2022-02-19",4707
7915,"2017-08-04","2017-08-19",9496
7916,"2016-08-17","2016-11-09",2624
7917,"2015-02-19","2015-04-21",5252
7918,"2018-09-16","2018-09-25",4500
7919,"2011-02-18","2011-03-25",2502
7920,"2000-11-23","2000-12-27",2822
7921,"2014-06-07","2014-07-21",4090
7922,"2018-02-11","2018-03-27",1776
7923,"2017-11-10","2017-11-23",1236
7924,"2018-10-24","2018-10-30",5575
7925,"2009-08-01","2009-08-07",8235
7926,"2021-11-15","2021-12-12",5882
7927,"2001-06-23","2001-09-13",3131
7928,"2016-11-22","2017-01-01",9876
7929,"2021-03-04","2021-04-27",6474
7930,"2018-02-15","2018-03-01",9787
7931,"2008-08-15","2008-10-21",6225
7932,"2012-07-20","2012-08-25",2457
7933,"2010-12-07","2011-01-07",3501
7934,"2013-03-21","2013-05-18",4285
7935,"2013-02-09","2013-04-16",858
7936,"2007-08-08","2007-10-28",4863
7937,"2017-01-15","2017-01-25",1466
7938,"2017-03-18","2017-04-27",2094
7939,"2012-03-17","2012-04-01",4793
7940,"2022-03-18","2022-04-02",6221
7941,"2025-09-05","2025-10-27",3576
7942,"2023-04-06","2023-06-13",5975
7943,"2018-06-12","2018-07-20",8304
7944,"2018-12-23","2019-03-18",9118
7945,"2023-10-23","2023-12-07",6940
7946,"2004-11-19","2005-01-22",9790
7947,"2010-02-03","2010-04-28",7845
7948,"2022-07-21","2022-10-19",3927
7949,"2020-04-17","2020-04-21",2428
7950,"2000-04-06","2000-06-01",5914
7951,"2009-10-03","2009-12-06",8719
7952,"2000-11-10","2001-01-03",7946
7953,"2019-05-14","2019-07-07",4783
7954,"2018-11-12","2018-11-27",7885
7955,"2001-08-03","2001-08-13",7580
7956,"2017-06-18","2017-09-10",227
7957,"2025-08-23","2025-10-13",7234
7958,"2023-02-18","2023-04-06",7583
7959,"2008-06-04","2008-08-31",7669
7960,"2021-02-06","2021-02-14",7945
7961,"2020-10-01","2020-12-02",2067
7962,"2003-12-19","2004-02-17",3502
7963,"2011-12-21","2012-01-21",2750
7964,"2004-10-18","2005-01-06",3460
7965,"2015-10-17","2015-12-17",8101
7966,"2017-10-20","2017-10-26",2191
7967,"2006-07-05","2006-08-04",4322
7968,"2011-11-04","2012-01-06",5164
7969,"2020-11-17","2020-12-24",3971
7970,"2023-12-21","2024-01-10",7044
7971,"2020-01-08","2020-03-15",2150
7972,"2021-02-03","2021-02-20",7391
7973,"2016-12-03","2017-01-04",166
7974,"2005-03-21","2005-04-05",7575
7975,"2010-02-16","2010-03-12",7418
7976,"2024-04-06","2024-04-08",3271
7977,"2007-01-11","2007-02-04",5985
7978,"2020-05-07","2020-05-14",5956
7979,"2012-07-18","2012-09-08",289
7980,"2017-09-21","2017-10-22",6664
7981,"2012-10-17","2013-01-07",158
7982,"2003-10-22","2003-10-27",3190
7983,"2011-06-13","2011-08-06",4076
7984,"2023-01-22","2023-04-15",3554
7985,"2016-11-13","2016-12-23",5042
7986,"2023-06-08","2023-09-03",4316
7987,"2024-01-20","2024-02-25",2881
7988,"2018-01-24","2018-03-17",2150
7989,"2021-08-10","2021-09-14",5121
7990,"2020-11-15","2020-12-13",9687
7991,"2024-09-13","2024-09-27",5275
7992,"2000-11-09","2000-12-15",7809
7993,"2001-03-04","2001-04-09",5298
7994,"2016-03-04","2016-04-13",5723
7995,"2005-02-24","2005-02-27",5832
7996,"2013-02-22","2013-03-28",8452
7997,"2003-02-17","2003-04-01",2934
7998,"2016-04-16","2016-05-14",6420
7999,"2008-03-18","2008-05-02",5966
8000,"2025-02-24","2025-05-22",8581
8001,"2002-03-11","2002-05-06",3178
8002,"2011-08-02","2011-10-06",423
8003,"2006-11-20","2007-01-18",1185
8004,"2010-09-14","2010-10-09",3649
8005,"2018-10-20","2019-01-14",1659
8006,"2003-06-05","2003-08-19",1974
8007,"2012-11-22","2012-12-23",5154
8008,"2010-11-19","2011-01-24",5764
8009,"2020-05-08","2020-06-07",3321
8010,"2024-08-23","2024-09-21",6286
8011,"2011-04-05","2011-05-02",8014
8012,"2009-12-08","2009-12-20",469
8013,"2025-11-23","2025-12-31",5344
8014,"2016-02-11","2016-02-22",1684
8015,"2012-07-18","2012-09-13",7145
8016,"2015-09-09","2015-10-05",3425
8017,"2014-03-05","2014-03-30",930
8018,"2013-05-07","2013-06-14",701
8019,"2017-01-19","2017-03-01",6691
8020,"2001-08-11","2001-08-21",2670
8021,"2013-01-10","2013-03-29",6853
8022,"2007-02-06","2007-04-01",8954
8023,"2012-05-20","2012-07-15",1419
8024,"2001-05-07","2001-05-27",4144
8025,"2020-01-02","2020-01-11",2408
8026,"2024-01-02","2024-03-21",5378
8027,"2016-02-19","2016-02-23",6300
8028,"2023-10-04","2023-10-27",1712
8029,"2010-11-17","2010-12-11",2072
8030,"2016-03-07","2016-05-11",2201
8031,"2019-07-05","2019-09-08",912
8032,"2004-04-11","2004-06-08",6275
8033,"2014-11-04","2014-12-03",6467
8034,"2017-06-15","2017-06-19",72
8035,"2009-09-24","2009-11-01",231
8036,"2024-05-22","2024-07-15",4860
8037,"2002-11-14","2003-01-25",9873
8038,"2020-01-13","2020-02-03",2399
8039,"2012-03-22","2012-06-12",3508
8040,"2015-06-21","2015-08-09",7703
8041,"2007-02-14","2007-04-05",4574
8042,"2011-12-08","2011-12-10",2756
8043,"2008-07-23","2008-10-01",4618
8044,"2002-02-03","2002-03-03",685
8045,"2006-06-20","2006-08-18",4758
8046,"2003-02-17","2003-03-09",2746
8047,"2010-01-22","2010-03-27",2577
8048,"2004-01-13","2004-03-13",3878
8049,"2018-12-24","2019-01-08",7305
8050,"2016-05-10","2016-07-30",5609
8051,"2015-09-03","2015-09-28",2462
8052,"2008-07-05","2008-09-29",8065
8053,"2002-06-07","2002-07-31",1608
8054,"2001-08-02","2001-08-24",7868
8055,"2006-12-07","2007-02-19",5412
8056,"2009-04-06","2009-06-04",8626
8057,"2021-09-24","2021-09-25",8662
8058,"2020-01-21","2020-03-29",7006
8059,"2011-01-13","2011-03-25",8286
8060,"2009-12-14","2009-12-26",8559
8061,"2016-08-10","2016-08-19",4480
8062,"2002-11-02","2002-11-15",7527
8063,"2006-04-09","2006-04-18",90
8064,"2008-05-01","2008-05-08",4985
8065,"2019-12-01","2020-02-21",310
8066,"2010-12-03","2011-02-17",8829
8067,"2007-01-18","2007-04-02",2822
8068,"2009-08-01","2009-08-06",3908
8069,"2002-06-05","2002-07-07",3310
8070,"2006-08-23","2006-10-29",7925
8071,"2009-08-12","2009-09-22",191
8072,"2006-10-09","2006-11-24",1865
8073,"2003-03-23","2003-03-25",6367
8074,"2007-02-03","2007-03-31",7968
8075,"2025-05-23","2025-06-19",9095
8076,"2003-06-14","2003-08-22",2397
8077,"2021-02-23","2021-04-24",5493
8078,"2017-06-05","2017-08-02",7977
8079,"2000-08-12","2000-09-16",7687
8080,"2014-04-10","2014-05-07",7583
8081,"2022-08-24","2022-10-25",4271
8082,"2008-02-04","2008-02-05",7315
8083,"2021-07-24","2021-09-18",2564
8084,"2012-11-02","2012-11-22",3323
8085,"2022-11-18","2022-11-29",4629
8086,"2003-11-24","2004-02-01",3095
8087,"2018-09-02","2018-11-05",4117
8088,"2011-08-14","2011-11-03",1951
8089,"2024-03-11","2024-05-25",8896
8090,"2025-08-21","2025-10-07",6860
8091,"2011-03-12","2011-05-04",5062
8092,"2010-07-08","2010-08-31",4713
8093,"2021-03-06","2021-06-03",6555
8094,"2006-06-23","2006-08-07",8191
8095,"2008-06-08","2008-07-12",3073
8096,"2020-02-03","2020-03-17",2134
8097,"2018-04-02","2018-05-06",1877
8098,"2004-10-16","2004-10-22",2768
8099,"2015-08-19","2015-11-10",3921
8100,"2013-03-16","2013-04-11",8363
8101,"2024-07-19","2024-07-27",3278
8102,"2010-04-04","2010-04-17",1712
8103,"2019-11-18","2020-01-04",9781
8104,"2002-08-20","2002-10-14",9929
8105,"2010-04-14","2010-05-24",7798
8106,"2015-03-22","2015-05-15",3754
8107,"2007-04-05","2007-06-19",4002
8108,"2016-10-24","2016-12-04",5228
8109,"2018-07-03","2018-09-30",6432
8110,"2025-09-20","2025-12-17",6776
8111,"2000-03-13","2000-05-15",2726
8112,"2011-01-06","2011-02-18",6878
8113,"2021-03-05","2021-05-19",2206
8114,"2017-10-05","2017-10-29",6687
8115,"2005-05-01","2005-07-08",7557
8116,"2017-02-09","2017-02-27",7629
8117,"2009-11-08","2009-11-17",9878
8118,"2007-12-03","2008-02-14",4244
8119,"2000-06-09","2000-08-11",8929
8120,"2025-04-08","2025-05-23",755
8121,"2008-09-10","2008-09-18",4529
8122,"2010-07-11","2010-08-29",529
8123,"2017-06-13","2017-09-04",2686
8124,"2019-09-14","2019-09-29",7262
8125,"2013-09-21","2013-10-27",7128
8126,"2015-02-24","2015-03-20",4195
8127,"2014-04-03","2014-05-28",6305
8128,"2022-11-07","2022-11-24",3969
8129,"2006-12-10","2007-02-01",2418
8130,"2006-10-06","2006-11-10",8341
8131,"2016-03-24","2016-04-07",2538
8132,"2004-02-18","2004-04-07",5696
8133,"2014-12-20","2015-01-11",3541
8134,"2016-08-14","2016-09-28",3743
8135,"2007-07-18","2007-09-04",62
8136,"2014-04-07","2014-05-27",9334
8137,"2011-07-07","2011-07-15",1491
8138,"2006-07-08","2006-08-19",5741
8139,"2021-08-21","2021-09-24",3761
8140,"2023-11-21","2023-12-13",3873
8141,"2017-11-06","2018-01-28",6369
8142,"2011-11-08","2012-01-12",9671
8143,"2024-08-06","2024-08-22",17
8144,"2008-07-21","2008-09-21",588
8145,"2016-10-14","2016-11-23",5702
8146,"2017-01-07","2017-02-17",2714
8147,"2000-09-11","2000-09-13",5836
8148,"2006-11-10","2007-01-19",5231
8149,"2016-04-24","2016-05-17",3250
8150,"2015-11-11","2015-11-23",8196
8151,"2025-04-01","2025-06-09",1319
8152,"2002-02-07","2002-04-07",5444
8153,"2025-01-20","2025-02-13",3066
8154,"2007-05-11","2007-06-25",8675
8155,"2025-05-24","2025-08-18",3423
8156,"2010-02-08","2010-03-02",6445
8157,"2002-07-06","2002-09-21",6611
8158,"2016-04-17","2016-05-10",9737
8159,"2025-12-24","2026-02-26",7577
8160,"2018-09-17","2018-12-12",1429
8161,"2001-02-19","2001-04-01",1014
8162,"2001-02-21","2001-04-24",7390
8163,"2017-01-24","2017-04-16",5611
8164,"2000-04-18","2000-06-26",1615
8165,"2004-02-10","2004-03-14",8688
8166,"2001-09-08","2001-11-03",1774
8167,"2007-01-15","2007-03-27",7508
8168,"2016-09-11","2016-10-08",2535
8169,"2015-01-13","2015-03-01",2060
8170,"2017-05-14","2017-05-19",1465
8171,"2022-10-24","2022-11-30",2122
8172,"2009-05-24","2009-07-12",7594
8173,"2010-05-15","2010-06-01",771
8174,"2005-06-13","2005-08-22",369
8175,"2006-04-07","2006-05-01",6846
8176,"2004-06-09","2004-07-27",5310
8177,"2008-03-20","2008-06-05",9322
8178,"2011-09-21","2011-09-23",8220
8179,"2013-01-17","2013-02-20",8775
8180,"2023-03-19","2023-05-13",2899
8181,"2015-02-11","2015-02-25",6018
8182,"2023-10-19","2023-11-21",9952
8183,"2016-04-23","2016-06-06",2026
8184,"2013-09-19","2013-10-31",3761
8185,"2016-09-12","2016-09-14",3279
8186,"2016-03-14","2016-03-21",153
8187,"2014-02-23","2014-04-13",1781
8188,"2024-01-06","2024-01-07",3999
8189,"2020-03-02","2020-05-07",90
8190,"2002-06-21","2002-07-26",6496
8191,"2024-01-15","2024-03-09",8793
8192,"2008-07-09","2008-09-16",5032
8193,"2007-09-15","2007-11-27",1180
8194,"2015-03-10","2015-03-25",1870
8195,"2006-01-09","2006-01-29",4638
8196,"2015-01-15","2015-01-25",7241
8197,"2000-03-01","2000-04-18",2348
8198,"2014-01-17","2014-01-24",5237
8199,"2003-12-16","2004-03-07",8989
8200,"2025-01-02","2025-01-09",9906
8201,"2013-12-06","2014-01-20",5524
8202,"2010-02-05","2010-04-21",2149
8203,"2016-08-16","2016-09-28",5042
8204,"2017-05-13","2017-08-07",2457
8205,"2016-05-08","2016-05-12",7343
8206,"2005-01-01","2005-01-21",6256
8207,"2019-08-09","2019-08-15",5123
8208,"2012-06-11","2012-06-15",4480
8209,"2003-01-09","2003-02-17",191
8210,"2002-07-12","2002-07-30",2435
8211,"2009-07-08","2009-07-11",3191
8212,"2015-10-14","2015-11-02",2112
8213,"2025-02-13","2025-04-29",686
8214,"2020-04-01","2020-04-11",6239
8215,"2018-12-23","2019-02-28",8292
8216,"2023-08-12","2023-08-28",8567
8217,"2023-03-04","2023-05-12",4419
8218,"2016-12-23","2017-02-04",4333
8219,"2013-03-07","2013-05-21",5457
8220,"2004-10-23","2005-01-17",7275
8221,"2021-08-01","2021-08-24",746
8222,"2006-07-14","2006-10-08",4317
8223,"2009-05-17","2009-07-11",8986
8224,"2025-04-01","2025-04-08",4201
8225,"2005-06-10","2005-08-09",5385
8226,"2025-09-06","2025-11-18",6399
8227,"2015-08-02","2015-09-18",8993
8228,"2012-10-18","2012-12-24",4102
8229,"2008-02-03","2008-04-21",5720
8230,"2006-09-04","2006-09-05",488
8231,"2006-03-05","2006-04-01",1865
8232,"2010-12-03","2011-02-07",162
8233,"2025-07-14","2025-07-26",8217
8234,"2018-07-19","2018-09-06",6011
8235,"2017-03-15","2017-04-24",737
8236,"2023-08-24","2023-10-06",4031
8237,"2017-04-18","2017-04-26",8137
8238,"2015-03-11","2015-03-27",180
8239,"2001-05-02","2001-07-12",6414
8240,"2017-07-20","2017-09-05",5543
8241,"2018-11-24","2018-11-29",8317
8242,"2000-09-11","2000-12-02",1390
8243,"2009-01-10","2009-03-06",1053
8244,"2012-02-07","2012-02-21",1011
8245,"2010-11-15","2011-02-04",1674
8246,"2003-09-03","2003-09-13",1133
8247,"2012-10-15","2012-12-14",6520
8248,"2021-04-17","2021-06-14",4412
8249,"2013-06-03","2013-07-04",9554
8250,"2021-08-12","2021-08-15",5341
8251,"2004-12-15","2004-12-28",2318
8252,"2020-12-19","2020-12-30",7268
8253,"2011-06-18","2011-07-20",3908
8254,"2006-07-20","2006-09-19",5067
8255,"2022-12-04","2023-01-13",9249
8256,"2009-12-18","2010-03-02",5760
8257,"2012-09-12","2012-11-01",689
8258,"2015-04-16","2015-07-09",4333
8259,"2021-05-04","2021-06-18",9255
8260,"2005-05-22","2005-08-14",4210
8261,"2016-02-09","2016-02-15",1430
8262,"2024-01-23","2024-02-19",19
8263,"2010-04-11","2010-05-31",6945
8264,"2018-01-04","2018-03-12",5598
8265,"2000-12-19","2001-02-23",1396
8266,"2006-03-12","2006-04-20",7657
8267,"2022-11-02","2022-11-10",3595
8268,"2010-03-08","2010-05-01",5235
8269,"2002-10-14","2002-11-28",8452
8270,"2008-03-04","2008-03-27",2416
8271,"2019-11-04","2019-11-20",3027
8272,"2015-08-16","2015-08-23",7710
8273,"2025-11-20","2026-01-25",2429
8274,"2021-08-05","2021-10-08",378
8275,"2015-04-13","2015-04-24",4900
8276,"2001-02-06","2001-04-27",3864
8277,"2017-12-03","2017-12-16",8630
8278,"2020-03-16","2020-05-08",4696
8279,"2010-03-08","2010-05-19",2770
8280,"2007-12-12","2008-02-04",7514
8281,"2025-05-02","2025-06-25",6192
8282,"2009-08-22","2009-10-17",1726
8283,"2006-10-02","2006-11-16",1349
8284,"2016-09-10","2016-11-16",539
8285,"2003-11-14","2003-12-07",5446
8286,"2024-06-22","2024-08-14",7332
8287,"2012-08-04","2012-08-23",3288
8288,"2018-02-15","2018-03-18",8641
8289,"2003-11-03","2003-12-19",1805
8290,"2006-09-20","2006-10-25",7518
8291,"2024-12-19","2025-03-10",6852
8292,"2007-02-22","2007-03-27",9617
8293,"2023-01-15","2023-01-16",8082
8294,"2020-03-06","2020-04-03",6393
8295,"2017-06-13","2017-07-13",7826
8296,"2000-08-03","2000-10-25",7832
8297,"2015-09-01","2015-11-16",4913
8298,"2002-12-08","2003-01-23",5774
8299,"2003-08-07","2003-10-16",9432
8300,"2004-06-22","2004-07-18",5572
8301,"2020-01-11","2020-02-08",6870
8302,"2010-03-13","2010-05-17",2015
8303,"2013-02-05","2013-03-16",1798
8304,"2013-09-23","2013-10-05",3666
8305,"2009-06-13","2009-08-28",1534
8306,"2025-06-20","2025-08-07",7237
8307,"2011-07-24","2011-09-19",4781
8308,"2010-07-13","2010-07-19",7699
8309,"2021-11-03","2022-01-25",8084
8310,"2011-09-03","2011-11-16",7065
8311,"2015-01-19","2015-01-24",1482
8312,"2018-09-20","2018-11-05",380
8313,"2017-04-02","2017-05-05",9441
8314,"2001-07-10","2001-08-17",2741
8315,"2023-07-05","2023-08-25",6726
8316,"2005-10-20","2005-12-25",2677
8317,"2025-02-04","2025-04-09",6903
8318,"2013-06-05","2013-07-14",5146
8319,"2007-03-18","2007-04-07",7934
8320,"2000-11-04","2000-11-12",9963
8321,"2006-10-04","2006-10-13",2958
8322,"2016-08-15","2016-09-18",1131
8323,"2015-05-21","2015-06-19",3194
8324,"2015-08-14","2015-09-30",2663
8325,"2003-10-12","2004-01-06",5940
8326,"2010-07-15","2010-08-22",105
8327,"2011-04-19","2011-05-16",9212
8328,"2014-02-03","2014-03-01",9117
8329,"2000-11-05","2000-11-18",3869
8330,"2016-06-14","2016-08-20",476
8331,"2009-01-02","2009-03-09",5401
8332,"2015-09-02","2015-09-15",3426
8333,"2008-06-20","2008-07-22",7118
8334,"2016-03-03","2016-04-23",1685
8335,"2010-05-17","2010-08-12",8466
8336,"2007-04-14","2007-04-23",6440
8337,"2023-09-21","2023-10-27",6856
8338,"2023-09-13","2023-11-06",7717
8339,"2021-01-10","2021-02-26",717
8340,"2002-05-09","2002-06-15",7463
8341,"2018-09-10","2018-12-08",7338
8342,"2000-01-04","2000-03-17",9012
8343,"2017-11-09","2018-01-30",8043
8344,"2004-01-04","2004-03-28",4397
8345,"2014-05-21","2014-07-13",4777
8346,"2004-05-12","2004-06-05",820
8347,"2025-12-21","2026-03-15",5646
8348,"2014-02-21","2014-04-25",8608
8349,"2020-02-13","2020-02-27",9998
8350,"2009-05-16","2009-08-02",9921
8351,"2005-02-01","2005-04-14",3706
8352,"2016-05-03","2016-05-20",3230
8353,"2001-12-08","2002-02-17",8000
8354,"2016-09-07","2016-10-18",5178
8355,"2004-12-24","2005-03-06",7867
8356,"2004-07-05","2004-08-20",4841
8357,"2014-04-03","2014-05-16",8052
8358,"2024-01-18","2024-03-06",4301
8359,"2018-07-12","2018-09-28",9491
8360,"2007-09-10","2007-12-04",1437
8361,"2004-05-01","2004-05-08",5228
8362,"2025-06-24","2025-07-20",1771
